smiling_row,food_grp,food_subgrp,brand_or_description,recipe,food_name_english,food_name_local,food_code,main_source_of_origin,edible,sum_of_proximates_g,water_g,enerc_kcal,enerct_kj,protcnt_g,fat_g,choavldf_g,fibtg_g,ash_g,ca_mg,fe_mg,zn_mg,retol_mcg,cartb_mcg,oth_car_mcg,va_rae_mcg_rae,thia_mg,ribf_mg,nia_mg,vit_b6_mg,folate_mg,vit_b12_mg,vit_c_mg,vit_d_mg
3,Added fats,Margarine (fortified),,,margarine,Margarin,IDK005,DABM-1964,100.0,100.0,15.5,733.0,3014.0,0.6,81.0,0.4,0.0,2.5,20.0,0.0,0.02,606.0,610.0,0.0,656.8333333333334,0.0,0.0,0.0,0.005,1.0,0.06,0.0,2.0
4,Added fats,Other added fats,,,coconut milk,Santan,IDC094,DABM-1964,100.0,100.0,54.9,347.9,1435.6999999999998,4.2,34.3,5.6,0.0,1.0,14.0,1.9,1.1,0.0,0.0,0.0,0.0,0.02,0.0,0.4,0.05,26.0,0.0,2.0,
5,Added fats,Other added fats,,,"fat, buffalo",Lemak kerbau (lemak sapi),IDK004,DABM-1964,100.0,100.0,5.0,816.0,3355.5,1.5,90.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,
6,Added fats,Other added fats,,,"oil, fish",Minyak Ikan,IDK008,DABM-1964,100.0,100.0,0.0,900.0,3700.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,24242.0,0.0,0.0,24242.0,0.0,0.16,4.1,0.0,0.0,0.0,0.0,
7,Added fats,Other added fats,,,"oil, palm",Minyak kelapa,IDK011,DABM-1964,100.0,100.0,0.0,886.0,3643.0,1.0,98.0,0.0,0.0,1.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
8,Added fats,Other added fats,,,"oil, peanut",Minyak kacang tanah,IDK009,DABM-1964,100.0,100.0,0.0,900.0,3700.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
9,Added fats,Other added fats,,,"oil, sesame",Minyak wijen,IDK013,FCTEA-1972,100.0,100.0,0.1,898.1,3692.3,0.2,99.7,0.0,0.0,0.0,10.0,0.1,0.2,0.0,0.0,0.0,0.0,0.01,0.07,0.1,0.0,0.0,0.0,0.0,
10,Added sugars,"Honey,syrup,nectar",,,honey,Madu,IDM010,DABM- 1964,100.0,100.0,20.0,319.2,1356.6,0.3,0.0,79.5,0.0,0.2,5.0,0.9,0.8,0.0,0.0,0.0,0.0,0.0,0.04,0.1,0.024,2.0,0.0,4.0,
11,Bakery & breakfast cereals,"Sweetened bakery products, enriched",biscuits with milk,,biscuits (with milk),Biscuit marie susu,,Nutrisurvey,100.0,101.0,3.0,455.0,1917.0,6.0,13.0,78.0,1.0,0.0,31.0,1.0,4.0,50.0,0.0,50.0,52.083333333333336,0.0,0.0,1.0,0.0,14.0,0.0,1.0,
12,Bakery & breakfast cereals,"Sweetened bakery products, enriched",Biskuat*,,"biscuits, fortified",Biskuit bayi farley,,dkbm-1995,100.0,95.0,1.5,401.40000000000003,1694.7,13.4,9.0,66.7,0.0,4.4,392.0,11.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13,Bakery & breakfast cereals,"Sweetened bakery products, enriched",,,"biscuits, non fortified",Non fortified biscuit,IDA031,DABM-1964,100.0,102.1,2.2,461.8,1943.5999999999997,6.9,14.4,75.1,2.1,1.4,62.0,2.7,0.8,0.0,14.0,0.0,1.1666666666666667,0.09,0.15,1.4,0.0,31.0,0.0,0.0,
14,Bakery & breakfast cereals,"Sweetened bakery products, enriched",,,"bread, sweet",Roti Manis,,Nutrisurvey,100.0,102.5,32.7,287.70000000000005,1218.1000000000001,7.9,2.7,56.7,2.5,0.0,9.0,0.5,0.8,0.0,0.0,0.0,0.0,0.1,0.1,0.8,0.0,28.0,0.0,0.0,
15,Bakery & breakfast cereals,"Sweetened bakery products, enriched",,,"cake, modern",kue bolu,,Nutrisurvey,100.0,100.6,50.7,208.39999999999998,882.8999999999999,4.4,2.0,42.9,0.6,0.0,12.0,0.5,0.3,32.0,0.0,32.0,33.333333333333336,0.0,0.1,0.3,0.0,11.0,0.2,0.0,
16,Bakery & breakfast cereals,"Sweetened bakery products, enriched",,1.0,"cake, traditional",Bolu peca,IDA067,KZGMI-2001,100.0,100.6,55.6,198.2,836.3,3.3,4.6,35.6,0.6,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,11.0,0.19,0.0,
17,Bakery & breakfast cereals,"Sweetened bakery products, enriched",,,donut,donat,,Nutrisurvey,100.0,101.7,20.5,406.9,1707.1,7.4,17.1,55.0,1.7,0.0,14.0,0.9,0.5,13.0,0.0,688.0,41.66666666666667,0.1,0.1,0.7,0.0,15.0,0.1,0.0,0.1
18,Bakery & breakfast cereals,"Sweetened bakery products, enriched",,,Fortified biscuit,Fortified biscuit,,Nutrisurvey,100.0,102.7,2.5999999999999943,447.5,1887.4,13.2,10.5,73.7,2.7,0.0,526.0,6.8,11.1,0.0,0.0,,0.0,0.8,0.8,6.3,0.7,104.0,0.9,0.0,3.3
19,Bakery & breakfast cereals,"Sweetened bakery products, enriched",,1.0,"snack, traditional cake (bika ambon)",Bika ambon,IDA064,KZGPI- 1990,100.0,100.39999999999999,51.5,200.1,848.4,2.1,1.5,44.4,0.3,0.6,45.0,1.8,1.0,243.0,0.0,408.0,260.0,0.1,0.3,0.8,0.4,63.0,2.4,0.0,2.0
20,Bakery & breakfast cereals,"Sweetened bakery products, enriched",,1.0,"snacks, traditional sticky rice delicacy",kue tradisional dari tepung ketan,,Nutrisurvey,100.0,101.3,27.700000000000003,305.3,1293.5,6.3,2.7,63.3,1.3,0.0,61.0,5.5,0.4,0.0,0.0,,0.0,0.0,0.0,0.4,0.0,5.0,0.0,0.0,
21,Beverages (non-dairy or blended dairy),"Brewed tea,herbal infusions (w/wo sugar or milk)",,,"tea leaf, dry",Teh hijau daun kering,IDM016,FCTEA-1972,,109.6,7.7,390.0,1646.7,28.3,4.8,53.6,9.6,5.6,245.0,18.9,0.0,0.0,8400.0,0.0,700.0,0.38,1.24,4.6,0.0,0.0,0.0,230.0,
22,Beverages (non-dairy or blended dairy),"Brewed tea,herbal infusions (w/wo sugar or milk)",,,"tea, sweetened",teh manis,,Nutrisurvey,,100.0,96.8,12.8,54.400000000000006,0.0,0.0,3.2,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
23,Composites (mixed food groups),"Grain products w/fillings (sandwiches, burgers, samosas, enchiladas)",,1.0,"snack, pastel (carrot and potato inside)",Pastel,IDA118,KZGMS-1993,100.0,100.5,38.3,308.3,1293.4,4.5,13.3,42.4,0.5,1.5,296.0,2.5,0.8,0.0,0.0,5360.0,223.33333333333334,0.15,0.15,1.2,0.13,14.0,0.76,0.0,
24,Composites (mixed food groups),"Grain products w/fillings (sandwiches, burgers, samosas, enchiladas)",,1.0,spring roll,lumpia,,Nutrisurvey,100.0,101.0,60.599999999999994,126.1,530.8,5.0,3.7,17.7,1.0,13.0,61.0,25.0,32.0,0.0,91.0,0.0,7.583333333333333,0.1,0.4,0.0,13.0,0.2,0.0,0.0,
25,Composites (mixed food groups),Main meal recipes,,1.0,"noodle, with chicken",Mie ayam,IDA107,KZGMS-1993,100.0,101.7,78.6,105.30000000000001,441.79999999999995,6.2,3.9,10.5,1.7,0.8,262.0,1.8,0.5,39.4,0.0,166.0,46.31666666666666,0.85,0.02,0.0,0.04,7.0,0.0,0.0,
26,Composites (mixed food groups),Main meal recipes,,1.0,"noodle, with meatball",Mie bakso+kuah,IDA108,KZGMS-1993,100.0,100.09999999999998,74.5,114.0,480.7,5.3,3.0,16.4,0.1,0.8,286.0,1.9,0.5,17.3,0.0,180.0,24.8,0.16,0.02,0.4,0.04,7.0,0.0,0.0,
27,Composites (mixed food groups),Other composites,,1.0,"corn-and-wheat flour, fried",Perkedel jagung,,Nutrisurvey,100.0,101.5,53.4,260.9,1090.2,3.8,14.3,28.5,1.5,0.0,7.0,0.5,0.5,11.0,0.0,665.0,38.70833333333333,0.1,0.1,1.0,0.1,25.0,0.1,2.7,0.1
28,Composites (mixed food groups),Other composites,,1.0,"potato-and-wheat flour, fried",Pergedel kentang,,Nutrisurvey,100.0,101.3,70.8,160.4,670.8,2.8,8.2,18.2,1.3,0.0,9.0,0.4,0.3,17.0,0.0,377.0,32.708333333333336,0.1,0.1,1.2,0.3,12.0,0.1,10.9,0.1
29,Composites (mixed food groups),Soups,,1.0,beef and vegetable soup [R],Sop daging sapi,IDF103,KZGMS-1993,100.0,100.8,87.5,50.5,213.6,5.8,0.5,5.3,0.8,0.9,158.0,2.2,0.5,101.0,0.0,3320.0,239.33333333333334,0.37,0.1,0.1,0.1,32.0,0.0,0.0,
30,Composites (mixed food groups),Soups,,1.0,"beef soup, traditional [R]",Soto daging sapi,IDF103,KZGMS-1993,100.0,100.0,87.5,48.9,207.2,5.8,0.5,5.3,0.0,0.9,158.0,2.2,0.6,101.0,0.0,0.0,101.0,0.37,0.0,0.5,0.1,1.0,0.3,0.0,
31,Composites (mixed food groups),Soups,,1.0,"chicken soup, traditional [R]",Soto ayam,,Nutrisurvey,100.0,100.5,79.3,106.80000000000001,447.9,7.4,4.6,8.7,0.5,0.0,12.0,0.5,0.6,34.0,0.0,34.0,35.416666666666664,0.0,0.1,1.0,0.1,9.0,0.2,0.0,
32,Composites (mixed food groups),Soups,,1.0,vegetable and beef soup,Sayur sop daging,,Nutrisurvey,100.0,103.3,57.7,118.8,494.5,1.8,7.0,10.5,3.3,23.0,55.0,28.0,0.0,0.0,473.0,0.0,39.416666666666664,0.1,0.6,3.0,32.0,0.0,0.0,0.1,
33,Dairy products,Fluid or powdered milk (fortified),,,chocolate milk powder,susu dancow coklat,,Nutrisurvey,100.0,100.0,4.699999999999989,438.20000000000005,1848.1000000000001,13.0,11.4,70.9,0.0,0.0,462.0,4.8,2.1,0.0,0.0,452.0,18.833333333333332,0.2,0.4,2.1,0.2,25.0,0.6,22.0,4.0
34,Dairy products,Fluid or powdered milk (fortified),,,follow-up formula milk,Follow Up Formula,,dkbm-1995,100.0,100.0,1.2,506.6,2122.8,11.6,24.2,60.6,0.0,2.4,515.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
35,Dairy products,Fluid or powdered milk (fortified),,,"infant formula, fortified",enfamil,,dkbm-1995,100.0,100.0,2.6,487.09999999999997,2043.3,11.1,21.5,62.3,0.0,2.5,370.0,10.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
36,Dairy products,Fluid or powdered milk (fortified),,,"milk, sweetened condensed",Susu kental manis,IDJ009,DABM-1964,100.0,100.0,25.0,342.8,1444.4,8.2,10.0,55.0,0.0,1.8,275.0,0.2,0.1,155.0,46.0,92.0,162.66666666666669,0.05,0.43,0.4,0.06,13.0,0.06,1.0,
37,Dairy products,Fluid or powdered milk (non-fortified),,,Fresh Milk,Fresh Milk,,Nutrisurvey,100.0,100.0,88.1,67.1,280.29999999999995,3.2,3.9,4.8,0.0,0.0,115.0,0.1,0.4,55.0,0.0,,55.0,0.0,0.2,0.1,0.1,6.0,0.4,1.0,
38,Dairy products,Fluid or powdered milk (non-fortified),,,milk powder,Tepung susu,IDJ013,DABM-1964,100.0,100.00000000000001,3.5,513.2,2143.6000000000004,24.6,30.0,36.2,0.0,5.7,904.0,0.6,4.1,476.0,119.0,0.0,485.9166666666667,0.29,1.4,1.6,0.302,37.0,3.25,6.0,7.0
39,Dairy products,Infant formula (fortified),SGM*,,Infant formula (fortified),Infant formula (fortified),,Nutrisurvey,100.0,100.0,3.9000000000000057,506.9,2123.7,10.8,24.5,60.8,0.0,0.0,385.0,6.0,1.8,210.0,0.0,,210.0,0.2,0.3,1.8,0.2,21.0,0.5,49.0,4.0
40,Fruits,Other fruit,,,apple,Apel,IDE003,DABM-1964,88.0,102.0,84.1,68.4,289.20000000000005,0.3,0.4,14.9,2.0,0.3,6.0,0.3,0.02,0.0,25.0,65.0,4.791666666666667,0.04,0.01,0.1,0.041,3.0,0.0,5.0,
41,Fruits,Other fruit,,,avocado,Alpokat,IDE001,DABM-1964,61.0,101.7,84.3,96.30000000000001,400.30000000000007,0.9,6.5,7.7,1.7,0.6,10.0,0.9,0.4,0.0,45.0,135.0,9.375,0.05,0.06,0.9,0.078,35.0,0.0,13.0,
42,Fruits,Other fruit,,,banana,Pisang ambon,IDE068,KZGMI-2001,,101.9,72.9,112.2,474.90000000000003,1.0,0.8,24.3,1.9,1.0,20.0,0.2,0.2,3.0,37.0,8.0,6.083333333333334,0.05,0.11,0.1,0.367,20.0,0.0,9.0,
43,Fruits,Other fruit,,,cempedak (jack fruit),Cempedak,IDE019,DABM-1964,30.0,103.4,67.0,136.8,579.2,3.0,0.4,28.6,3.4,1.0,20.0,1.5,0.1,0.0,80.0,120.0,11.6666666666667,0.0,0.0,0.5,0.108,14.0,0.0,15.0,
